 335.65417 2021 12  1 15 42    0.0637  341.0320   -0.0207    0.0602
 335.65833 2021 12  1 15 48    0.0606  341.2598   -0.0195    0.0574
 335.66251 2021 12  1 15 54    0.0557  341.3820   -0.0178    0.0528
 335.66666 2021 12  1 16  0    0.0507  341.5707   -0.0160    0.0481
 335.67084 2021 12  1 16  6    0.0455  341.6623   -0.0143    0.0432
 335.67499 2021 12  1 16 12    0.0400  342.0292   -0.0124    0.0381
 335.67917 2021 12  1 16 18    0.0344  342.6214   -0.0103    0.0328
 335.68332 2021 12  1 16 24    0.0284  343.1339   -0.0082    0.0272
 335.68750 2021 12  1 16 30    0.0224  344.0219   -0.0062    0.0216
 335.69168 2021 12  1 16 36    0.0171  345.8361   -0.0042    0.0166
 335.69583 2021 12  1 16 42    0.0137  348.5214   -0.0027    0.0134
 335.70001 2021 12  1 16 48    0.0124  348.6478   -0.0024    0.0121
 335.70416 2021 12  1 16 54    0.0124  346.9800   -0.0028    0.0121
 335.70834 2021 12  1 17  0    0.0125  347.7387   -0.0027    0.0123
 335.71249 2021 12  1 17  6    0.0122  348.2083   -0.0025    0.0119
 335.71667 2021 12  1 17 12    0.0115  348.8558   -0.0022    0.0113
 335.72083 2021 12  1 17 18    0.0105  348.7445   -0.0020    0.0103
 335.72501 2021 12  1 17 24    0.0090  350.4346   -0.0015    0.0089
 335.72916 2021 12  1 17 30    0.0070  353.8347   -0.0007    0.0069
 335.73334 2021 12  1 17 36    0.0041  359.4526   -0.0000    0.0041
 335.73749 2021 12  1 17 42    0.0012   85.1477    0.0012    0.0001
 335.74167 2021 12  1 17 48    0.0060  148.2505    0.0032   -0.0051
 335.74582 2021 12  1 17 54    0.0119  153.7331    0.0053   -0.0107
 335.75000 2021 12  1 18  0    0.0175  156.9000    0.0069   -0.0161
 335.75418 2021 12  1 18  6    0.0226  158.6511    0.0082   -0.0211
 335.75833 2021 12  1 18 12    0.0274  158.7210    0.0099   -0.0255
 335.76251 2021 12  1 18 18    0.0317  159.4182    0.0111   -0.0297
 335.76666 2021 12  1 18 24    0.0358  160.1893    0.0121   -0.0337
 335.77084 2021 12  1 18 30    0.0400  160.4959    0.0134   -0.0377
 335.77499 2021 12  1 18 36    0.0441  160.3994    0.0148   -0.0415
 335.77917 2021 12  1 18 42    0.0470  160.4875    0.0157   -0.0443
 335.78333 2021 12  1 18 48    0.0483  160.9409    0.0158   -0.0456
